Generation,Stage,Prey_Fitness,Predator_Fitness,Avg_Prey_Energy,Prey_Starved,Prey_Eaten,Avg_Food_Collected,Avg_Predator_Energy,Pred_Starved,Resource_Depletion_Events,Resource_Depleted_Ticks
143,2,1460.8302894361946,126.39748913938944,36.484999999995686,3.5,3.933333333333333,151.7,150.10899999999384,0.0,2.5,750.0
144,2,1463.7867732033963,101.3223793687358,32.02399999999639,6.0,3.3666666666666667,146.13333333333333,128.63599999999425,1.0,3.0,900.0
145,2,1497.8769436556684,136.05827840490528,38.089999999995726,2.0,4.166666666666666,163.33333333333331,164.9379999999945,0.0,3.5,977.0
146,2,1420.4776313110974,154.71561882341533,40.36099999999553,2.0,4.800000000000001,169.6,183.45999999999486,0.0,3.5,906.5
147,2,1381.9298477230914,161.1878114627924,45.419666666662195,1.5,5.199999999999999,185.16666666666669,178.76099999999644,0.0,3.0,900.0
148,2,1466.4284557820067,134.6474143667515,37.86799999999562,3.0,4.3,163.33333333333331,162.65099999999526,0.5,3.5,986.5
149,2,1500.9679118679771,118.15857928666385,34.30866666666253,2.5,3.833333333333333,149.23333333333335,151.10599999999565,1.0,3.0,900.0
150,2,1358.339594542424,169.5666187482588,40.91166666666214,2.0,5.233333333333333,171.7,201.32399999999558,0.0,3.0,900.0
151,2,1226.7570533893984,166.62387154017858,33.62799999999588,4.5,5.133333333333333,140.0,198.70399999999518,0.0,3.0,802.5
152,2,1350.0136087171943,172.56362482062812,36.288666666662486,1.5,5.2,158.66666666666669,211.4369999999971,0.0,3.0,900.0
153,2,1217.2074781301098,174.82202820950508,34.075999999995915,4.5,5.366666666666666,144.83333333333331,208.1009999999962,0.0,3.0,830.0
154,2,1511.5468310537735,131.83743938378302,41.856999999996,3.0,4.066666666666666,177.33333333333331,157.22499999999565,0.0,3.5,1050.0
155,2,1251.4923629788525,188.64208609182117,39.1139999999955,2.0,5.866666666666667,164.96666666666667,218.99099999999729,0.0,3.0,900.0
156,2,1265.7033057091176,190.76785961162582,45.90799999999531,1.0,6.133333333333333,186.53333333333333,210.3479999999974,0.0,3.5,1012.5
157,2,1391.4790566621334,170.0892074240767,39.1973333333288,1.0,5.166666666666666,166.46666666666667,205.6379999999963,0.0,3.0,900.0
158,2,1202.392592407741,182.3665445180608,32.42333333332906,3.0,5.833333333333334,144.06666666666666,202.90599999999748,0.0,3.0,885.5
159,2,1308.1259658989673,182.58097698325267,39.19966666666251,1.5,5.6,170.93333333333334,217.36199999999718,0.0,3.0,900.0
160,2,1159.6785146427087,203.28625509528905,34.48533333332888,1.0,6.6,153.66666666666669,218.78099999999841,0.0,3.0,900.0
161,2,1478.9944708010305,154.96449676243114,45.35699999999525,0.5,4.833333333333334,185.7,181.8499999999951,0.0,3.5,984.5
162,2,1313.4546336249268,174.73782742920923,42.71133333332881,2.5,5.4,172.86666666666667,206.7939999999976,0.0,3.0,900.0
163,2,1266.9787437938282,177.41236606311043,35.88766666666224,3.0,5.433333333333334,152.23333333333335,211.87199999999632,0.0,3.0,900.0
164,2,1405.0426587823758,174.92314023257762,39.314333333328875,0.5,5.266666666666667,168.96666666666664,214.98299999999622,0.0,3.0,900.0
165,2,1374.5271880250687,169.95460678142936,38.16233333332879,2.5,5.133333333333333,164.76666666666665,208.01699999999596,0.0,3.0,900.0
166,2,1546.322232057342,139.36992383918366,43.07099999999516,1.0,4.366666666666667,179.89999999999998,172.10099999999463,0.5,3.5,1005.5
167,2,1292.4790242899296,180.31043507052442,36.970333333328895,1.5,5.633333333333334,157.96666666666667,209.08099999999692,0.0,3.0,862.5
168,2,1335.9985565486243,176.03577672978568,34.648333333328836,0.5,5.633333333333333,155.56666666666666,196.123999999997,0.0,3.0,900.0
169,2,1340.1581503750265,177.74490809943708,37.974333333328815,1.5,5.466666666666667,163.16666666666666,211.8469999999979,0.0,3.0,900.0
170,2,1326.160976828748,173.65926545432038,41.86166666666209,2.0,5.6,175.03333333333333,190.42799999999642,0.0,3.0,900.0
171,2,1366.758953322688,171.82832019369275,39.737999999995495,1.5,5.333333333333334,170.43333333333334,200.45699999999636,0.0,3.5,999.0
172,2,1385.4545883511428,169.57992340650512,43.90099999999526,1.0,5.366666666666667,180.5,191.96099999999723,0.0,3.0,900.0
173,2,1352.3869958732782,165.41046732247833,32.55099999999572,2.5,5.033333333333333,146.5,197.67299999999565,0.0,2.5,750.0
174,2,1159.0354039547829,207.48620055052464,35.348999999995655,1.5,6.566666666666666,155.1,231.90499999999918,0.0,3.0,895.0
175,2,1162.9163014748801,200.11411955238856,31.768666666662185,2.0,6.266666666666667,142.13333333333333,227.7889999999981,0.0,3.0,885.0
176,2,1274.5250658205348,191.73121460708225,44.09966666666204,1.5,5.966666666666667,179.23333333333335,220.44099999999693,0.0,3.5,903.5
177,2,1332.2608377663428,177.57648324849376,39.489666666661996,1.0,5.633333333333333,168.03333333333333,198.55899999999554,0.0,3.5,919.0
178,2,1106.8658216469846,217.3113117781376,37.49466666666214,1.0,7.133333333333333,163.33333333333331,227.2249999999983,0.0,3.5,909.5
179,2,1121.2091406484687,209.88432506746707,34.828999999995965,2.5,6.566666666666666,153.93333333333334,239.18299999999886,0.0,3.0,898.0
180,2,1197.6851448761417,194.0482836891703,35.723999999995485,2.0,6.2,155.2,213.36699999999738,0.0,3.0,900.0
181,2,1263.6462778161047,185.97359127400063,35.914999999995686,2.0,5.833333333333333,157.46666666666667,211.09899999999726,0.0,3.0,869.5
