Generation,Stage,Prey_Fitness,Predator_Fitness,Avg_Prey_Energy,Prey_Starved,Prey_Eaten,Avg_Food_Collected,Avg_Predator_Energy,Pred_Starved
58,2,1350.8988810295234,202.2393400957487,82.80199999999546,1.0,6.5,298.23333333333335,227.53799999999706,0.0
59,2,1187.2379705583435,207.89676107188015,59.418333333328164,2.0,6.7,220.76666666666665,231.02199999999812,0.0
60,2,1218.1851837652753,218.80537291442212,70.88566666666134,0.5,7.2333333333333325,259.76666666666665,233.50899999999882,0.0
61,2,1292.8620407579301,207.61060319430175,69.23833333332777,0.0,6.8,254.96666666666667,224.41199999999805,0.0
62,2,1347.6689008099918,218.09974407811677,93.21533333332752,0.0,7.133333333333333,345.6666666666667,237.0359999999983,0.0
63,2,1120.8106641073102,237.56044694530718,70.88899999999447,0.0,8.033333333333333,265.4666666666667,241.20199999999954,0.0
64,2,1429.7198065143134,194.17151399593658,84.8129999999945,0.0,6.266666666666667,301.4666666666667,217.4289999999964,0.0
65,2,1145.4767744078486,233.26693039142114,71.75166666666146,0.0,7.866666666666666,264.23333333333335,238.11399999999878,0.0
66,2,1309.8282435825265,203.12496326094606,74.23233333332762,0.5,6.699999999999999,268.56666666666666,220.39499999999697,0.0
67,2,1349.348712925447,208.67637747523833,82.41066666666072,0.5,6.633333333333333,291.73333333333335,238.99199999999928,0.0
68,2,1132.1618189869564,230.04934358583023,71.49866666666148,0.0,7.933333333333334,265.6333333333333,224.8649999999983,0.0
69,2,1105.0825962831893,229.9644241519553,64.35999999999537,0.5,7.866666666666666,244.8,227.78699999999782,0.0
70,2,1337.8461836404806,208.1317958960608,80.65666666666165,0.5,6.633333333333333,293.73333333333335,238.23199999999804,0.0
71,2,1347.1296087387418,196.42845667995834,81.33833333332825,1.5,6.3,287.8333333333333,222.2819999999968,0.0
72,2,1053.1662766770926,240.1164416671762,70.7406666666613,1.5,8.1,257.8666666666667,243.34599999999918,0.0
73,2,1201.7853778827773,216.46109952250214,61.86033333332851,0.5,7.066666666666666,233.16666666666666,235.37799999999862,0.0
74,2,1197.0017658922527,210.0504094687606,51.903333333328355,1.0,6.766666666666667,203.06666666666666,235.18599999999805,0.0
75,2,1182.304180279213,205.66516186611753,58.09766666666211,1.5,6.833333333333333,221.36666666666667,217.7989999999977,0.0
76,2,1199.5440875394593,224.24437808997297,69.59599999999494,0.0,7.433333333333334,259.5333333333333,235.8079999999984,0.0
77,2,1251.9849699750166,227.06790669756202,91.90366666666152,0.5,7.566666666666666,330.06666666666666,236.22899999999885,0.0
78,2,1314.1257145825716,216.7985972426991,86.86066666666142,0.0,7.1,310.03333333333336,235.60799999999847,0.0
79,2,1359.08133619318,199.8303850938455,74.91799999999438,0.5,6.4,272.7,225.92199999999815,0.0
80,2,1240.8890116316736,223.76879887411968,75.78333333332756,0.0,7.3,273.6666666666667,243.61199999999968,0.0
81,2,1330.9724765442638,200.2171661287316,66.39433333332826,0.0,6.5,251.36666666666667,221.0359999999983,0.0
82,2,1164.5882332951594,224.44804842258193,67.99533333332792,0.5,7.466666666666667,249.76666666666665,234.78799999999916,0.0
83,2,1133.525946412349,229.92431709395711,63.80166666666142,0.0,7.733333333333333,239.43333333333334,235.1369999999989,0.0
84,2,1045.3356089698464,248.9441896738838,72.48999999999455,0.0,8.533333333333333,266.06666666666666,242.97099999999972,0.0
85,2,1258.6870636820236,216.57867121378655,75.58133333332842,1.5,6.933333333333334,282.8666666666667,242.3079999999989,0.0
86,2,1200.6314757449968,214.0874463506894,65.25233333332821,1.0,7.033333333333333,244.86666666666667,228.38899999999893,0.0
87,2,1331.5022826035502,192.6211417143796,62.29399999999486,1.0,6.066666666666666,235.13333333333333,221.93599999999697,0.0
88,2,1375.0861853214535,195.38590278777963,76.81999999999502,1.0,6.133333333333333,277.4333333333333,226.97299999999694,0.0
89,2,1283.579311919623,205.0852782579855,62.75299999999539,1.0,6.466666666666667,237.76666666666665,234.6899999999974,0.0
90,2,1291.4689350877609,198.64461390275997,65.86199999999495,1.5,6.4,252.33333333333331,218.88499999999686,0.0
91,2,1386.9426252414778,181.30953867741619,57.12966666666183,1.0,5.633333333333333,221.73333333333335,214.77099999999706,0.0
92,2,1387.6974435015172,188.0724240194287,73.88566666666122,1.0,6.166666666666666,279.6333333333333,213.73399999999862,0.5
93,2,1265.0801723055629,194.5732510382641,67.77233333332799,2.5,6.266666666666667,243.76666666666668,216.47099999999682,0.0
94,2,1370.9718420258448,192.25622972179346,77.331666666661,0.5,6.333333333333334,281.6333333333333,206.14999999999705,0.0
95,2,1301.7139467045324,187.58921588722995,58.028666666661536,1.5,6.1,219.56666666666666,206.3419999999976,0.0
96,2,1312.4100954167982,203.64972637513804,80.31366666666156,0.5,6.8,287.5,212.2569999999978,0.0
97,2,1408.7275407943591,182.47245925497995,68.49133333332793,0.5,5.9,253.3,202.763999999997,0.0
98,2,1431.9952760780116,184.13943016183651,71.01966666666158,0.0,5.933333333333334,262.3,207.07899999999702,0.0
99,2,1436.4553737610152,187.84527901244192,75.54999999999433,0.0,6.0,273.0,213.14899999999716,0.0
100,2,1298.9582402316735,213.70980695493418,82.8336666666612,0.5,6.933333333333334,294.56666666666666,232.016999999999,0.0
101,2,1249.378435346046,220.14937612680976,74.7869999999946,0.5,7.166666666666666,271.06666666666666,237.6229999999986,0.0
102,2,1177.9177867753538,234.34351031701766,84.25399999999468,0.5,7.866666666666667,299.4,237.9519999999984,0.0
103,2,921.7220836071939,264.4926568423955,71.83966666666129,0.5,9.266666666666666,262.2,244.45999999999964,0.0
104,2,1239.3712616531445,223.16339046284898,78.48733333332785,0.0,7.4,283.73333333333335,232.50599999999895,0.0
105,2,1170.7219283888107,235.83878983634852,77.18099999999436,0.0,7.833333333333334,278.43333333333334,244.70499999999925,0.0
106,2,1059.3374839239823,253.58946717725573,83.99999999999449,0.0,8.733333333333334,298.9666666666667,243.66599999999968,0.0
107,2,1068.0806880412788,238.4168983854953,66.60333333332795,1.0,8.0,245.26666666666665,241.50399999999968,0.0
108,2,1281.176680117919,215.9872910641548,72.48966666666169,0.0,6.966666666666667,266.5333333333333,236.40599999999858,0.0
109,2,1267.0445184381815,222.59123476131526,81.8279999999944,0.0,7.266666666666667,290.9666666666667,238.20899999999892,0.0
110,2,1322.4716221994686,204.00393166193183,70.1249999999944,0.0,6.6,257.5,221.98999999999762,0.0
111,2,1105.0266127165553,239.45942076987552,73.3649999999947,0.5,8.033333333333333,266.3666666666667,242.54299999999955,0.0
112,2,1251.0841951824723,205.46782389229503,61.243666666662,1.0,6.633333333333333,233.43333333333334,224.01799999999758,0.0
113,2,1382.1999442939173,200.4998071032587,74.32599999999454,0.5,6.2,268.8,235.23799999999818,0.0
114,2,1147.4451467124136,228.12526627557847,70.39633333332806,1.5,7.5,260.93333333333334,240.287999999999,0.0
115,2,1390.99066904936,164.04822516794744,61.598999999995534,2.5,5.3,235.33333333333334,180.06699999999609,0.0
116,2,1342.479112462555,191.30731395912883,62.379333333328205,1.5,5.933333333333334,233.8,223.73399999999745,0.0
117,2,1364.3083369811347,185.23043918370922,62.37033333332841,1.0,5.966666666666667,245.2,203.86399999999696,0.0
118,2,1316.522671042735,219.4569005923142,83.65033333332802,0.0,7.033333333333333,305.56666666666666,242.48699999999963,0.0
119,2,1356.4868891948086,185.6385879005144,65.29499999999516,2.0,5.733333333333333,244.56666666666666,218.89399999999685,0.0
120,2,1327.319086002068,191.4074278004751,59.862999999995324,1.0,6.166666666666666,239.39999999999998,210.25999999999837,0.0
121,2,1268.6766671842577,207.786337879421,75.6379999999947,1.5,6.733333333333334,272.4666666666667,224.4739999999974,0.0
122,2,1265.4740653174044,208.27394827077768,71.3753333333286,1.5,6.699999999999999,270.23333333333335,228.09899999999794,0.0
123,2,1182.9852455074056,215.46792080585493,60.38266666666173,1.5,6.9,225.73333333333335,237.7909999999994,0.0
124,2,1275.9627884439553,215.0556813275586,73.40133333332801,1.0,6.933333333333334,281.7,234.52999999999838,0.0
125,2,1225.1129373131696,222.36545902415972,74.17333333332851,0.5,7.266666666666667,276.1333333333333,236.48999999999882,0.0
126,2,1465.8674581649545,188.38264315246587,71.32966666666188,0.0,5.7666666666666675,277.43333333333334,224.62199999999692,0.0
127,2,1227.7675718975197,217.89625817928803,66.2406666666613,0.5,7.066666666666666,249.26666666666665,233.9959999999981,0.0
128,2,1313.4127834245414,210.1393831136283,68.82533333332862,0.0,6.666666666666667,260.90000000000003,235.3109999999988,0.0
129,2,1452.4308198680483,179.0435223630094,84.17166666666199,1.5,5.7,302.06666666666666,199.42699999999712,0.0
130,2,1303.9658676740519,215.81587262424742,90.68866666666108,1.0,7.0,315.8333333333333,231.8009999999983,0.0
131,2,1219.0256783243956,218.33808279255544,73.17166666666105,1.0,7.1,263.6333333333333,233.22999999999917,0.0
132,2,1222.13664085564,225.4586855351673,77.27933333332801,0.5,7.333333333333333,279.2,240.08199999999962,0.0
133,2,1147.1816895871088,239.87876684909133,81.73299999999462,0.5,7.966666666666667,293.6333333333333,245.69799999999984,0.0
134,2,1241.998911278329,216.7148718656612,66.11433333332864,0.5,7.0,252.73333333333335,234.76899999999887,0.0
135,2,1245.6460916748517,211.19833013552667,66.73066666666142,0.5,6.9,247.8,223.82199999999753,0.0
136,2,1360.0173340284443,207.64231250715335,79.50733333332825,0.5,6.633333333333333,309.3666666666667,229.94699999999824,0.0
137,2,1296.909778268549,209.75209706121802,78.75999999999424,1.0,6.7,279.0,232.26399999999785,0.0
138,2,1380.6706292665565,206.30422985474158,78.80566666666138,0.0,6.433333333333334,284.06666666666666,238.4719999999985,0.0
139,2,1275.8613389083407,214.70309347000006,78.9879999999946,1.0,6.966666666666667,282.53333333333336,231.0809999999983,0.0
140,2,1346.908116072212,204.7151781667152,82.06099999999435,0.5,6.633333333333333,291.8,221.9059999999978,0.0
141,2,1146.550496895096,235.43605565361864,78.15166666666076,0.0,7.966666666666667,280.43333333333334,233.66799999999824,0.0
142,2,1236.0171317026545,221.20869791312253,75.12166666666096,0.5,7.199999999999999,270.9666666666667,236.12999999999886,0.0
143,2,1293.839677879445,218.04236722400898,85.1159999999945,0.0,7.199999999999999,306.0,227.05999999999807,0.0
144,2,1115.9136815331651,238.68512380204655,76.23866666666154,0.5,8.0,275.6333333333333,240.1509999999994,0.0
145,2,1147.8989386835863,234.68105379520802,70.93699999999458,0.0,7.833333333333334,264.03333333333336,238.73399999999947,0.0
146,2,1286.1982508623557,217.12492825008238,73.7149999999948,0.0,6.966666666666667,272.0,237.41499999999894,0.0
147,2,1261.845469217395,214.8481318435485,73.55199999999496,0.0,7.133333333333333,272.73333333333335,221.4939999999977,0.0
148,2,1254.1048659656021,228.95799897142618,91.72866666666116,0.0,7.6,321.9666666666667,235.47199999999782,0.0
149,2,1144.1771649552827,238.6233443203462,79.9699999999949,0.0,8.133333333333333,299.6,232.4429999999989,0.0
150,2,1307.0630946808394,207.20215468929914,72.26166666666147,0.5,6.633333333333333,264.93333333333334,228.56299999999777,0.0
151,2,1331.2925723564178,211.69876824312757,88.01799999999409,0.0,7.0,312.23333333333335,219.72599999999812,0.0
152,2,1088.6669928623332,241.56823766444097,73.20933333332832,0.5,8.133333333333333,269.23333333333335,241.61199999999968,0.0
153,2,1291.2690693058457,206.93887691111408,78.99499999999489,0.5,6.9,282.8333333333333,211.7889999999981,0.0
154,2,1324.8255649384753,213.88133262878486,83.01999999999416,0.0,6.9,294.4666666666667,232.37699999999836,0.0
155,2,1432.143381578152,189.29609554073795,79.48299999999419,0.5,6.0,283.29999999999995,213.92699999999695,0.0
156,2,1284.298818678197,217.3614964317874,79.09499999999463,0.0,7.1,284.6,231.40399999999767,0.0
157,2,1267.686864710817,221.59189880503445,85.8223333333278,0.0,7.4,307.2,225.7739999999983,0.0
158,2,1351.0961686913777,207.67564094798868,80.77599999999474,0.0,6.733333333333333,294.33333333333337,224.61699999999814,0.0
159,2,1416.849723158184,198.39124456386728,78.89833333332737,0.0,6.2,282.56666666666666,229.1189999999982,0.0
160,2,1401.20113471203,207.52137437260853,91.69033333332777,0.0,6.666666666666667,330.3,228.45299999999685,0.0
161,2,1371.815218924632,198.54037307671422,76.00499999999431,0.0,6.433333333333334,274.3,215.2719999999979,0.0
162,2,1563.7458779833948,170.0304762328065,78.73099999999425,0.0,5.2333333333333325,284.1333333333333,203.20799999999588,0.0
163,2,1579.3950995748958,165.87998923189653,82.61833333332757,0.0,5.199999999999999,294.33333333333337,202.5079999999969,0.5
164,2,1408.3963740726133,194.91988964775803,78.79799999999479,0.5,6.2,289.26666666666665,219.4709999999975,0.0
165,2,1377.0756453329261,201.28148722292306,77.81099999999446,0.0,6.466666666666667,283.3666666666667,222.54999999999825,0.0
166,2,1462.5112288515834,191.61821337229682,84.10766666666149,0.0,6.066666666666666,304.73333333333335,218.5379999999984,0.0
167,2,1405.1569072988293,202.66789733039363,86.14833333332811,0.5,6.4,312.76666666666665,231.47899999999825,0.0
168,2,1484.2904293672602,191.17470494194987,93.69666666666123,0.0,6.133333333333333,330.2,212.8539999999973,0.0
169,2,1454.0410284365319,192.33538169905935,78.77466666666095,0.0,5.966666666666667,282.6333333333333,225.7519999999971,0.0
170,2,1507.3718499076106,173.72081442116374,79.79666666666073,0.0,5.633333333333333,285.1333333333333,190.0989999999976,0.0
171,2,1336.6173916468304,211.6032453227546,78.159333333328,0.0,6.733333333333333,281.83333333333337,237.26199999999895,0.0
172,2,1413.1400034780186,208.55281224387562,90.55966666666112,0.0,6.566666666666666,325.23333333333335,238.53099999999762,0.0
173,2,1314.8648569949987,219.25332331826164,87.22399999999452,0.0,7.133333333333333,312.06666666666666,236.73699999999872,0.0
174,2,1214.0707716420509,230.89611378002866,82.25266666666153,0.5,7.6,300.6666666666667,243.85299999999978,0.0
175,2,1244.1429140486332,221.5395256056795,77.9533333333275,0.0,7.333333333333334,279.8666666666667,231.4209999999984,0.0
176,2,1385.4023099831443,211.59537799981896,90.3186666666609,0.0,6.733333333333333,319.1,237.66599999999832,0.0
177,2,1129.0013141423447,245.15465873291274,86.0033333333272,0.0,8.3,302.8666666666667,244.2489999999998,0.0
178,2,1270.308247605381,217.6006250591942,80.84666666666085,0.0,7.233333333333333,288.1333333333333,225.079999999998,0.0
179,2,1390.355882251558,205.19223237993077,85.46699999999458,0.0,6.566666666666666,305.4,227.86399999999867,0.0
180,2,1239.2420371772098,226.59206405367368,81.46866666666084,0.0,7.466666666666667,290.4,238.18399999999883,0.0
181,2,1206.6037122117525,234.82617141506407,85.8819999999946,0.0,7.833333333333333,309.7,240.72899999999902,0.0
182,2,1242.0849512305156,225.6088419565928,81.39966666666126,0.0,7.466666666666667,295.06666666666666,235.0409999999988,0.0
183,2,1447.3178207757358,202.70780544016614,94.58866666666063,0.0,6.4,327.70000000000005,230.7309999999979,0.0
184,2,1271.0955485722923,223.0254873504488,82.8429999999946,0.0,7.300000000000001,295.9666666666667,236.4459999999981,0.0
185,2,1003.8603157665602,255.49988188795814,76.24499999999438,0.5,8.799999999999999,274.83333333333337,244.64399999999915,0.0
186,2,1145.1281753150454,237.20446039565388,82.30233333332754,0.0,8.1,292.3666666666667,231.66699999999895,0.0
187,2,1380.0165673400886,204.3917056315322,78.20366666666109,0.0,6.433333333333334,281.4666666666667,233.46399999999744,0.0
188,2,1440.8939541114514,196.54530909047696,84.8989999999944,0.0,6.2,302.2,223.8519999999981,0.0
189,2,1286.6687836050212,215.53314025682087,81.89599999999483,0.0,7.166666666666666,295.7,222.64699999999874,0.0
190,2,1250.0847373024465,223.46334339842826,78.80999999999457,0.0,7.333333333333334,284.1,236.14399999999762,0.0
191,2,1220.6404443886324,226.1951503421803,83.39933333332755,0.5,7.5,294.56666666666666,234.485999999999,0.0
192,2,1205.2360347240935,231.5520254512915,78.50733333332775,0.0,7.633333333333333,282.93333333333334,242.3229999999997,0.0
193,2,1353.5848435035336,210.40645667636338,88.65499999999446,0.0,6.9,313.6666666666667,223.43799999999774,0.0
194,2,1344.3985266941907,205.42361736599307,80.4079999999945,0.0,6.7666666666666675,289.8666666666667,216.03499999999696,0.0
195,2,1305.9618925344528,211.50793122525232,77.37966666666124,0.0,6.933333333333334,279.6333333333333,224.95399999999802,0.0
196,2,1334.0456685722918,204.6776906449912,70.64133333332789,0.0,6.566666666666666,260.93333333333334,226.45099999999826,0.0
197,2,1163.1384277892403,234.6230824675375,82.7299999999943,0.0,8.033333333333333,297.26666666666665,227.4689999999976,0.0
198,2,1435.0373581042256,194.054165088894,86.78633333332753,0.0,6.266666666666667,306.1,212.22899999999714,0.0
199,2,1316.611617642646,208.19951491219612,79.11933333332773,0.0,6.866666666666667,283.40000000000003,219.1829999999975,0.0
200,2,1231.109881155499,216.28000043029297,74.80566666666115,0.5,7.233333333333333,270.1666666666667,221.15699999999813,0.0
